id,user_description,user_location,text,id_str,created,retweet_count,city,date,text_eng,neg,neu,pos,compound,sentiment
4968,"Verzamel drogredenen, discussietrucs & denkfouten; ben er helaas ook niet vrij van. ❤️menselijkheid, truffel, donkere chocola en haring. 🤢: onredelijkheid.",amsterdam,"tot 3x toe deed pfizer een aanbod, 3x weigerde bolsonaro. ‘ik neem geen prik. wil je soms veranderen in een krokodil? vrouwen die een baard krijgen. mannen met hoge stemmetjes, verdomme. ik geef er geen cent van jullie belastinggeld aan uit!’",1382453107796414473,2021-04-14 21:58:00,2,Amsterdam,2021-04-14,"up to 3 times pfizer made an offer, 3 times bolsonaro refused. ""I don't take a shot. do you want to turn into a crocodile sometimes? women who get a beard. men with high voices, damn it. I don't spend a cent of your tax money on it! """,0.117,0.854,0.029,-0.5983,negative
4980,"Verzamel drogredenen, discussietrucs & denkfouten; ben er helaas ook niet vrij van. ❤️menselijkheid, truffel, donkere chocola en haring. 🤢: onredelijkheid.",amsterdam,"‘mensen happen naar lucht die ze niet kunnen krijgen (...) ze spartelen en kronkelen. het ziet eruit als visjes op het droge. mensen voelen zich alsof ze verdrinken.’ corona? ‘iets voor homo’s, steek in je reet’",1382452137087664128,2021-04-14 21:54:08,7,Amsterdam,2021-04-14,"""People gasp for air they cannot get (...) they struggle and squirm. it looks like little fish out of water. people feel like they are drowning. ""corona? ""Something for gay, stick your ass""",0.146,0.729,0.126,-0.2023,negative
4981,digital addict,amsterdam,"ok, dus tot nu toe 300 corona doden per week. 6 weken vertraging is dus 1800 extra doden. en dat om 2 doden te voorkomen? ⁦",1382452116816547842,2021-04-14 21:54:04,0,Amsterdam,2021-04-14,"ok, so 300 corona deaths a week so far. A delay of 6 weeks is therefore 1800 extra deaths. and that to prevent 2 deaths?",0.108,0.754,0.138,-0.0717,negative
4997,"Hi, I'm Bram, AKA Aspharon. 21 years old. I really wish I were playing Pokémon Platinum right now. “Shiny Hunter”. Gay 🏳️‍🌈 He/Him.
Discord: Aspharon#1693","amsterdam, the netherlands","ik had dit ook tijdens het mondeling, kon het gelukkig nog half goed beantwoorden. ik had er uberhaupt echt amper voor kunnen leren omdat ik, uh, corona had, maar zolang ik vrijdag gewoon een 4 of hoger haal heb ik als het goed is dit vak gehaald",1382451196754079748,2021-04-14 21:50:24,0,Amsterdam,2021-04-14,"I also had this during the oral session, fortunately I could answer it half correctly. I could hardly have learned for it at all because I, uh, had corona, but as long as I get a 4 or higher on Friday, I should have passed this course",0.0,1.0,0.0,0.0,neutral
4998,"Engineer | Tweets in Dutch, English & German","amsterdam, the netherlands",ik heb geen idee. n=1,1382451158472667143,2021-04-14 21:50:15,0,Amsterdam,2021-04-14,I have no idea. n = 1,0.524,0.476,0.0,-0.296,negative
5005,"Office Manager (Medical), komt uit een A'dams 'Rood' nest, antiraciste, gelooft niet in een  'Almachtige' God, wel in 'Engelen' ; ) RT is niet altijd 'eens'...",the netherlands (amsterdam-z),covid-19 aantallen 14-04-21,1382450925168644097,2021-04-14 21:49:19,0,Amsterdam,2021-04-14,covid-19 numbers 04-14-21,0.0,1.0,0.0,0.0,neutral
5007,"Schrijver, schrijft. Mail me voor klussen: carm.felix@gmail.com",amsterdam,de niet de hele dag over corona lullen en lezen omdat er nog genoeg andere stront in de wereld gaande is challenge gaat nú van start,1382450794197348358,2021-04-14 21:48:48,0,Amsterdam,2021-04-14,not reading about corona all day long because there is plenty of other shit going on in the world challenge is starting now,0.139,0.811,0.05,-0.5106,negative
5009,"Boek 'De Gemaakte Planeet, leven in het Antropoceen' is nu te koop!
Favs are bookmarks",utrecht,"bolsonaro’s coronabeleid bedreigt de hele wereld - echt ongelooflijk, schrikbarend verhaal over de dodelijke gevolgen van de sadistocratie - via",1382450730095800320,2021-04-14 21:48:33,0,Utrecht,2021-04-14,"Bolsonaro’s Corona Policy Threatens the Entire World - Truly Incredible, Shocking Story of the Deadly Consequences of Sadistocracy",0.239,0.631,0.131,-0.34,negative
5011,digital addict,amsterdam,"ok, dus tot nu toe 300 corona doden per week. 6 weken vertraging is dus 1800 extra doden. en dat om 2 doden te voorkomen? fietsen is 100 keer meer dodelijk!",1382450592199630854,2021-04-14 21:48:00,0,Amsterdam,2021-04-14,"ok, so 300 corona deaths a week so far. A delay of 6 weeks is therefore 1800 extra deaths. and that to prevent 2 deaths? cycling is 100 times more deadly!",0.085,0.795,0.119,-0.1457,negative
5013,programmeur | journalist | drummer op zolder | zeezwemmer tot kniediep | fietsliefhebber met een auto | coronawatcher,den haag / the hague,"ja, die value keys zijn de basis. van daaruit worden de boven en ondergrens van het interval berekend en afgerond. die twee waarden zet ik vervolgens op de website de waardes van ""value"" gebruik ik verder niet meer.",1382450438071521284,2021-04-14 21:47:23,1,Den Haag,2021-04-14,"yes, those value keys are the basis. from there, the upper and lower limits of the interval are calculated and rounded. I then put those two values ​​on the website and I no longer use the values ​​of ""value"".",0.096,0.675,0.229,0.7269,positive
5028,"Trotse vader van 3 prinsen en 1 prinses, ondernemer en woon in Amsterdam...leef en laat leven","amsterdam, nederland",corona is niks anders dan griep. volgens rivm en al die corrupte organisaties zijn de griep verdwenen. ze geef het gewoon een andere naam,1382449712075321344,2021-04-14 21:44:30,0,Amsterdam,2021-04-14,corona is nothing more than flu. according to rivm and all those corrupt organizations the flu has disappeared. they just rename it,0.074,0.74,0.186,0.4367,positive
5035,"sociologist, mental health specialist, one-novel novelist.","amsterdam, the netherlands",in en normale wereld grijpt de veiligheidsraad in en arresteert bolsonaro via,1382449345790885892,2021-04-14 21:43:03,0,Amsterdam,2021-04-14,"in a normal world, the security council intervenes and arrests Bolsonaro via",0.203,0.629,0.168,-0.128,negative
5037,🇸🇮 - hij/hem - online woordvoerder @jesseklaver,"amsterdam, nederland",niet lezen als je daarna lekker wil gaan slapen.,1382449252392112128,2021-04-14 21:42:41,0,Amsterdam,2021-04-14,don't read if you want to go to sleep afterwards.,0.0,0.874,0.126,0.0772,positive
5056,honderd jaar verloofd. leest rapporten over energie. mijn kind zwemt sneller dan jullie. idealist. wannabe schrijver: Het Boek van toen. vz @de_windvogel,utrecht,ohhhh uitje! ik was de week voor corona in een uitverkochte pianoconcert in groningen trouwens. 283837 lockdowns geleden,1382448400810000387,2021-04-14 21:39:18,0,Utrecht,2021-04-14,ohhhh getaway! the week before corona i was in a sold out piano concert in groningen by the way. 283837 lockdowns ago,0.0,1.0,0.0,0.0,neutral
5066,DEN(K) HELDER,"amsterdam, nederland",kheb me eerste show sinds corona op 4/20 livestream om 21:00 !!!,1382447716358311939,2021-04-14 21:36:34,2,Amsterdam,2021-04-14,kheb me first show since corona on 4/20 livestream at 9:00 pm !!!,0.0,1.0,0.0,0.0,neutral
5106,"✨ Founder @Debatrix. Keynote speaker, columnist & communication expert (Radio 1, BNR, Volkskrant, NRC). Tweets in 🇳🇱/🇬🇧.",amsterdam,de stijging lijkt af te vlakken! dat soort cijfers vertrouw ik meer dan de steeds weer veranderende rekenmethodes van team hugo,1382445786093457410,2021-04-14 21:28:54,0,Amsterdam,2021-04-14,the rise seems to be leveling off! I trust those kinds of figures more than the ever-changing calculation methods of team hugo,0.0,0.848,0.152,0.5562,positive
5115,"Bakt brood & kookt heerlijke gerechten | ❤ @ilonakowalski & kids | koopt graag mooie schoenen | heet Martijn, niet Martin | like is niet automatisch goedkeuring","rotterdam, nederland",voor dat geld koop je de hele winkel leeg...,1382445313353510915,2021-04-14 21:27:01,0,Rotterdam,2021-04-14,for that money you buy the whole store empty ...,0.167,0.833,0.0,-0.2023,negative
5120,digital addict,amsterdam,gemiddeld heeft corona 300 doden per week geeist. stoppen met janssen betekent 6 weken vertraging = 1800 extra doden. klopt deze gedachte?,1382444948990070791,2021-04-14 21:25:35,0,Amsterdam,2021-04-14,"on average, corona has claimed 300 deaths per week. stopping Janssen means 6 weeks delay = 1800 extra deaths. is this thought correct?",0.17,0.83,0.0,-0.4404,negative
5122,"Seksuele gezondheid van jongeren, seksuele vorming, ambassadeur LangLevedeLiefde https://t.co/SpiQOuAenG Jongeren & Seksualiteit seksuelevorming https://t.co/hwxjT3GyHr",utrecht,‘het extreem-rechtse macho-bewind van #brazilië lacht de #coronapandemie vanaf de eerste dag volledig weg. met sadistisch genoegen laat president #bolsonaro het volk sterven. gevolg: brazilië bedreigt nu de hele wereld’. #coronapandemie,1382444848549089287,2021-04-14 21:25:11,0,Utrecht,2021-04-14,"""Brazil's far-right macho regime has completely laughed at the #corona pandemic from day one. with sadistic pleasure, President #bolsonaro lets the people die. consequence: Brazil is now threatening the whole world "". #corona pandemic",0.165,0.677,0.158,-0.079,negative
5156,"I don’t like bullshit, capitalism, sexism and hypocrisy, but am guilty of all the above from time to time myself. Only human... He/Him. Swampgerman",amsterdam,yep vind ik inderdaad een prima score als ik het vergelijk met de zestienduizend doden en ruim een miljoen zieken van covid. enig idee van de bijwerkingen van covid verder die bij ruim 10% van de patienten voorkomt? mengele... #watjezegtbenjezelfmetjekopdoordehelft,1382443045740761090,2021-04-14 21:18:01,0,Amsterdam,2021-04-14,yep I think indeed an excellent score when I compare it to the sixteen thousand deaths and more than a million sick from Covid. any idea of ​​the side effects of covid that occur in over 10% of patients? Mengele ...,0.08,0.787,0.133,0.3262,positive
5160,"Op zoek naar waarheidsvinding. Leest onderzoeken, nieuws en opinies. Vrijdenker. Fortuynist. Atheïst.

-You cannot fool all people all of the time- ~ A. Lincoln",rotterdam,niet elk land in de wereld is aangesloten bij de who lijkt mij? de who is een overkoepelend orgaan. wellicht kun je nagaan hoe de landen die hier niet onder vallen met covid-19 omgaan?,1382442823492902913,2021-04-14 21:17:08,0,Rotterdam,2021-04-14,not every country in the world is affiliated with who seems to me? the who is an umbrella body. perhaps you can find out how the countries not covered by this deal with covid-19?,0.0,1.0,0.0,0.0,neutral
5204,"Tweede Kamerlid voor Volt Nederland. Moeder, feminist, idealist, realist, boeken- & feitennerd, Europese. 🇳🇱🇪🇺","amsterdam, nederland","“de extreem-rechtse bolsonaro is een covid-ontkenner. tijdens de pandemie evolueerde hij van ‘gewoon een griepje’ tot: ‘nou en? iedereen gaat een keer dood!’ gel, mondkapjes, afstand houden? ‘iets voor homo’s, dus steek in je reet.’” om te huilen zo triest dit verhaal.",1382441320384462852,2021-04-14 21:11:09,21,Amsterdam,2021-04-14,"The far-right bolsonaro is a covid denier. during the pandemic, he went from ""just a flu"" to ""so what? everyone dies once! ""gel, masks, keep your distance? ""Something for gay, so stick your ass."" ""To cry so sad this story.",0.274,0.726,0.0,-0.916,negative
5222,"Podcastgrootmeester-Ben vd Burg
Een man die enorm kan monteren-Bijlo
Podcastheld-Sophie v Leeuwen

Maakt Newsroom, Newsroom Den Haag, Onderzoeksraad der Dingen","amsterdam, the netherlands","een vrij geweldige docu over virale corona humor, te zien op arte #tip",1382440594438565893,2021-04-14 21:08:16,0,Amsterdam,2021-04-14,"a pretty awesome documentary about viral corona humor, featured on arte #tip",0.0,0.46,0.54,0.8555,positive
5223,Adviseert en traint bij Radar.  Leeft en loopt in Rotterdam.,"rotterdam, nederland","ik ken een heel leuk tentje, daar speelt een prima bandje druk ‘m in en ga maar mee de bloemen buitenzetten. ofwel: het handelingsperspectief van doe maar is niet corona-proof",1382440569646026753,2021-04-14 21:08:10,0,Rotterdam,2021-04-14,"I know a very nice place, a great band plays it press it in and go and put the flowers outside. in other words: the action perspective of doe but is not corona-proof",0.0,0.813,0.187,0.6403,positive
5234,"From illustration, design, dance, publishing, to study of disinformation spread by our governments, news media and social media, that leads to misery and war.","amsterdam, nl","fact check één van de links bekeken, en een rekensom gemaakt. de overledenen 'involving covid', die onder de 50 jr oud waren, vormen 4% van de covid-doden maar 0,0065% van de amerikaanse bevolking.* onder 40 jr: 0,0015% vd bevolking (""involving covid"")* *volgens deze data.",1382440212819759104,2021-04-14 21:06:45,0,Amsterdam,2021-04-14,"fact check looked at one of the links, and made a calculation. the deaths involving covid, who were under 50 years of age, make up 4% of the covid deaths but 0.0065% of the us population. * under 40 years: 0.0015% of the population (""involving covid"") * * according to these data.",0.0,1.0,0.0,0.0,neutral
5244,photography • nature lover • history • gamer • 21,"rotterdam, nederland",besmet met de griep? hoax? ik hoop dat je nooit mee hoeft te maken dat iemand die je lief is overlijdt aan corona. en feiten? welke bronnen gebruik je? facebook en random filmpjes die je tegen komt? ah nee wacht.. je bent viroloog natuurlijk! 😎,1382439706420523017,2021-04-14 21:04:45,0,Rotterdam,2021-04-14,infected with the flu? hoax? I hope you never have to experience someone close to you dies of corona. and facts? which sources do you use? facebook and random videos you come across? ah no wait .. you are a virologist of course! 😎,0.226,0.716,0.058,-0.8152,negative
5266,Mamma voor Silke en Arend. Ambulant ondersteuner Buurtteam,"amsterdam, nederland",bolsonaro’s corona-beleid bedreigt de hele wereld via,1382438923872448515,2021-04-14 21:01:38,0,Amsterdam,2021-04-14,Bolsonaro’s corona policy is threatening the world through,0.327,0.673,0.0,-0.5267,negative
5300,"Coördinatie Omgevingswet@RVO, anders denken anders doen, procesinnovatie, game changing.","rotterdam, the netherlands",de moderne mens heeft nog maar 10% van de microben in het eigen ecosysteem van wat een mens zou moeten hebben voor voldoende interne biodiversiteit en een eigen weerstand tegen virussen als covid 19. en dan handen schrobben met schrale plekken als gevolg?,1382437048074825728,2021-04-14 20:54:11,0,Rotterdam,2021-04-14,modern humans only have 10% of the microbes in their own ecosystem of what a human should have for sufficient internal biodiversity and their own resistance to viruses such as covid 19. and then scrub hands with chapped spots as a result?,0.0,1.0,0.0,0.0,neutral
5345,anthropology | Latin America & Caribbean | world citizen | crossmedia | open data | science | privacy | surfs on organic music | traveller of time & space |,"amsterdam, netherlands","""het is mensonwaardig wat hier gebeurt’, zegt de voorzitter van de bond van uitvaartondernemingen. ‘#brazilië dumpt lichamen. het begraaft geen mensen meer."" hoe kan het dat zo'n sadist als bolsonaro toch nog de lakens blijft laten uitdelen? 😡 #covid19",1382435433213272065,2021-04-14 20:47:46,0,Amsterdam,2021-04-14,"""It is inhumane what is happening here,"" said the president of the funeral association. ""# Brazil dumps bodies. It no longer buries people."" how is it possible that such a sadist like bolsonaro still keeps letting go? 😡 # covid19",0.172,0.769,0.058,-0.5994,negative
5347,"Zittend op een plek waar je wel eens wat hoort.
In iedere tweet zit wel een tikfout.","den haag, hofweg.","de ifr van #covid is 0,23% braakt de #nepnieuws verspreidende huisjesmelker wybren van haga de ether in. lullig voor hem dat er inmiddels 5 landen zijn waar meer dan 0.23% vd totale bevolking is overleden. 0.23% kan dus per definitie niet kloppen. #coronavirus #fvd",1382435373566070786,2021-04-14 20:47:32,1,Den Haag,2021-04-14,"the ifr of #covid is 0.23%, the #fake news spreading slum landlord wybren van haga vomits into the air. Too bad for him that there are now 5 countries where more than 0.23% of the total population has died. 0.23% cannot be right by definition. #coronavirus #fvd",0.139,0.861,0.0,-0.7964,negative
5361,"emo-Ajacied & indekguru bij de @PakSchaalpodcas(t), @ajaxlife-columnist, ooit @staantribune #voetbaltwitteraarvanhetjaar. Heb echter geen verstand van voetbal.",amsterdam,"natuurlijk gun ik het niemand om ziek te worden maar als dit nou morgenochtend ff kon gebeuren bij as roma, met allemaal heus hele lichte klachten en iedereen snel weer gezond he, zou ik dat op zích niet erg vinden",1382434990877777922,2021-04-14 20:46:00,0,Amsterdam,2021-04-14,"of course I don't want anyone to get sick, but if this could happen tomorrow morning at as roma, with all very mild complaints and everyone quickly back to health, I wouldn't mind that",0.2,0.8,0.0,-0.7374,negative
5364,"Vrouw met interesse in de wereld,soms spraakzaam en soms sprakeloos.🙉🙊
Durf te Denken...😇",amsterdam,prikken ja of nee? alle voors en tegens van corona-vaccinatie… via,1382434875928686595,2021-04-14 20:45:33,0,Amsterdam,2021-04-14,prick yes or no? all the pros and cons of corona vaccination… via,0.266,0.578,0.156,-0.2263,negative
5372,"Rotterdam, the Netherlands, Europe, World",rotterdam,bolsonaro’s corona-beleid bedreigt de hele wereld #bolsonarogenocida via,1382434678741811204,2021-04-14 20:44:46,0,Rotterdam,2021-04-14,Bolsonaro's corona policy is threatening #bolsonarogenocida around the world through,0.274,0.726,0.0,-0.5267,negative
5408,CTO @vergelijkgroep 🍎 🍐 • eindbaas van @rijdendetreinen • 🏳️‍🌈  👨🏻‍💻  🏍️  🏃🏻,"utrecht, the netherlands","en dit zijn ""maar"" de ic-patienten met corona, er zijn er dus nog veel meer met minder ernstige directe klachten (maar bijvoorbeeld wel ""long covid""). helemaal risicoloos is vaccineren niet. maar de kans op ernstige bijwerken is veel kleiner dan op ernstig ziek worden.",1382433642635534337,2021-04-14 20:40:39,0,Utrecht,2021-04-14,"and these are ""only"" the ic-patients with corona, so there are many more with less serious direct complaints (but for example ""long covid""). Vaccination is not completely risk-free. but the chance of serious touch-ups is much smaller than of getting seriously ill.",0.206,0.742,0.052,-0.6715,negative
5429,programmeur | journalist | drummer op zolder | zeezwemmer tot kniediep | fietsliefhebber met een auto | coronawatcher,den haag / the hague,"overigens heb ik een ander cache-bestand. omdat de cijfers lang niet zo betrouwbaar zijn gebleken als we dachten, ben ik overgegaan naar een interval. daarom is het cachebestand volledig anders ingericht. geen idee of je er nog wat aan hebt. :-)",1382433109195493384,2021-04-14 20:38:32,1,Den Haag,2021-04-14,"by the way I have another cache file. since the numbers turned out not to be nearly as reliable as we thought, I switched to an interval. therefore, the cache file is arranged completely differently. no idea if it is of any use to you. :-)",0.053,0.898,0.049,-0.046,neutral
5430,CTO @vergelijkgroep 🍎 🍐 • eindbaas van @rijdendetreinen • 🏳️‍🌈  👨🏻‍💻  🏍️  🏃🏻,"utrecht, the netherlands","waarom we door moeten prikken: links het aantal ic-patienten met corona, rechts de serieuze bijwerken van az-vaccin. voor iedere leeftijdsgroep is de kans op ic-opname (veel!) groter dan op een serieuze bijwerking van vaccin wat je er tegen beschermt.",1382433100777537537,2021-04-14 20:38:30,0,Utrecht,2021-04-14,"why we have to go through: on the left the number of IC patients with corona, on the right the serious update of a-z vaccine. For every age group, the chance of IC admission is (much!) greater than of a serious side effect of the vaccine that protects you against it.",0.047,0.8,0.153,0.6996,positive
5463,Historicus | Journalist @DeGroene | Bezorgde burger | Schrijft de biografie van Poncke Princen //,amsterdam,"ik moet ook niet meer tweeten over vaccineren of corona, het zorgt alleen maar voor in frustratie gegoten tweets en korte lontjes-antwoorden van mijn kant. excuus, excuus.",1382431994798338050,2021-04-14 20:34:06,0,Amsterdam,2021-04-14,"I also no longer have to tweet about vaccinations or corona, it only creates frustrated tweets and short fuse replies on my part. excuse, excuse.",0.191,0.648,0.16,-0.4404,negative
5476,"Amsterdammer, Maatschappelijk geëngageerd, Toneelspeler, Wielrenner, NBA, Politiek, VS, Film, Boardgamer, MTG Cuber.",amsterdam,bolsonaro’s corona-beleid bedreigt de hele wereld via,1382431606258941955,2021-04-14 20:32:33,0,Amsterdam,2021-04-14,Bolsonaro’s corona policy is threatening the world through,0.327,0.673,0.0,-0.5267,negative
5508,Lezen en laten lezen.,rotterdam-west,"filteren zou ik misschien kunnen doen (als dat gewoon via twitter. com lukt), maar dat vind ik toch een beetje (te) ver gaan. want filteren op b.v. 'corona' zou het niet veel beter maken.",1382430580395106314,2021-04-14 20:28:29,0,Rotterdam,2021-04-14,"I could perhaps do filtering (if I can just do that via twitter.com), but I think that is a bit (too) far. because filter on e.g. 'corona' wouldn't make it much better.",0.0,0.875,0.125,0.5927,positive
5511,"Blank, Vrij, MaltWhisky, FvD, Stones https://t.co/OVzrKi5xFw… AC/DC https://t.co/I7z0N9aSCE",rotterdam (in de buurt van),alweer van dat domme volk bij #beau. ik tip de 'deskundigen' even hoe het kan/moet. #covid19 #vaccinatie,1382430461553741825,2021-04-14 20:28:01,0,Rotterdam,2021-04-14,again from those stupid people at #beau. I advise the 'experts' how it can / should be done. # covid19 # vaccination,0.167,0.833,0.0,-0.5267,negative
5567,Angstige mensen worden wappie. Realisten balen van de realiteit in Corona tijd.,"rotterdam, nederland","schoften zijn jullie, en de rest van nederland al 1,5 jaar voorzichtig doen om corona te bestrijden. het is smerig dat jij op deze manier je centen verdient. minachting naar het volk, horeca en de zorg.",1382428635693465603,2021-04-14 20:20:45,0,Rotterdam,2021-04-14,"You are bastards, and the rest of the Netherlands have been careful to fight corona for 1.5 years. it is disgusting that you earn your money this way. disregard for the people, catering and healthcare.",0.277,0.686,0.037,-0.8885,negative
5578,Adviseert en traint bij Radar.  Leeft en loopt in Rotterdam.,"rotterdam, nederland",bestaan er ook vaccins tegen nieuwsitems over corona?,1382428415660339204,2021-04-14 20:19:53,0,Rotterdam,2021-04-14,are there also vaccines against news items about corona?,0.0,1.0,0.0,0.0,neutral
5593,sub luna saltamus | al jaren #vangaslos | stop met kappen en slopen | #BanSingleUsePlastic | bioloog | 🧬💊♻️ | @rechtopdestad,"rotterdam, nederland",de manaus-variant is meer dan 2 keer zo besmettelijk als het oorspronkelijke virus. twee keer zo dodelijk voor dertigers tot vijftigers en 3 keer zo dodelijk voor twintigers. en dat weten we nu pas omdat ‘wij’ de rest van de wereld aan het besmetten zijn,1382427950193246209,2021-04-14 20:18:02,0,Rotterdam,2021-04-14,"the manaus variety is more than twice as contagious as the original virus. twice as deadly for people in their thirties to fifties and three times as deadly for people in their twenties. and we only know that now because ""we"" are contaminating the rest of the world",0.047,0.907,0.045,-0.0258,neutral
5611,programmeur | journalist | drummer op zolder | zeezwemmer tot kniediep | fietsliefhebber met een auto | coronawatcher,den haag / the hague,"het rivm heeft in de toelichting aangegeven dat ze de correcties met terugwerkende kracht hebben doorgevoerd. waarschijnlijk hebben ze dat evenredig per dag gedaan. voor mezelf reken ik de correcties niet terug, maar neem de correcties als eenmalig event op.",1382427381504282628,2021-04-14 20:15:46,1,Den Haag,2021-04-14,"the rivm has indicated in the explanatory notes that they have made the corrections with retroactive effect. they probably did that on a proportional basis per day. for myself I do not recalculate the corrections, but record the corrections as a one-off event.",0.0,1.0,0.0,0.0,neutral
5612,Programmamaker @DeBalie. Amsterdam. Best wel grappig voor iemands moeder.,"amsterdam, the netherlands","ik had afgelopen week een gesprek met majone steketee over huiselijk geweld tijdens corona. de term is zo abstract geworden, maar wat het echt is, is zo huiveringwekkend. wat het ondoordachte vaccinatiebeleid betekent voor kwetsbare gezinnen is zeer zorgelijk.",1382427360063016961,2021-04-14 20:15:41,0,Amsterdam,2021-04-14,"last week i had a conversation with majone steketee about domestic violence during corona. the term has become so abstract, but what it really is is so chilling. what the ill-considered vaccination policy means for vulnerable families is very worrying.",0.23,0.77,0.0,-0.8472,negative
5620,"Ratio en logica. Geuzennaam. Als trotse, eigenwijze Nederlander ooit door een Schot bedacht voor mij","amsterdam, nederland","beste leon, mede door jouw en heb ik digi abbo op de telegraaf genomen. toch nog iets van kritiek op de corona narratief waar we in leven. toch vind ik een beetje hypocriet dat er nu pas over geschreven word. heeft de telegraaf dit gemist?",1382426904532242440,2021-04-14 20:13:52,0,Amsterdam,2021-04-14,"dear leon, partly because of you and I took digi abbo on the telegraph. still something of criticism of the corona narrative in which we live. yet I find it a bit hypocritical that it is only now being written about. did the telegraph miss this?",0.153,0.794,0.053,-0.5994,negative
5628,Journalist en historicus/gelooft in journalistiek gemaakt met hart & ziel/auteur 'Onbeperkt vruchtbaar' & 'Oorlogsgesprekken',amsterdam,het is symptoombestrijding terwijl je de kwaal (#corona) kunt aanpakken! door voortvarend te vaccineren... en dan inderdaad sectoren die t zwaar te verduren hebben gekregen financieel steunen! stop de fieldlabs!,1382426763402313731,2021-04-14 20:13:19,0,Amsterdam,2021-04-14,it is symptom control while you can tackle the ailment (#corona)! by vigorously vaccinating ... and then indeed financially supporting sectors that have been hard hit! stop the field labs!,0.103,0.745,0.151,0.3971,positive
5630,🥇First Prize Zilveren Camera for Storytelling: @bigvillagestory. ⛰✨,"amsterdam, the netherlands",naast corona lijken aanvallen soms wel het nieuwe normaal in erbil. iraanse proxies die de koerden en amerikanen eraan herinneren wie er regeert. nederlandse militairen die er zijn om koerden te trainen zitten ook op deze basis. vlakbij fancy woonwijken.,1382426686445211653,2021-04-14 20:13:00,1,Amsterdam,2021-04-14,"besides corona, attacks sometimes seem like the new normal in erbil. Iranian proxies reminding Kurds and Americans who rules. Dutch soldiers who are there to train Kurds are also on this base. near fancy residential areas.",0.074,0.863,0.063,-0.1027,negative
5643,Dga Atelier Kloosterman Boekbinders. onbezoldigd Bestuurder inloophuis voor kankerpatiënten “De Kraanvogel” Adviseur Agia. Tweet op persoonlijke titel.,amsterdam,"⁦ u als kenner volgens ⁦ ? corona? ‘iets voor homo’s, steek in je reet’ – de groene amsterdammer",1382426222093864963,2021-04-14 20:11:10,0,Amsterdam,2021-04-14,"you as a connoisseur according to? corona? ""Something for gay, stick your ass"" - the green Amsterdammer",0.216,0.784,0.0,-0.594,negative
5648,"-comedian - satirisch verslaggever bij @DitisdeDag en @LangsdeLijnEO op radio1- co-presentator Makkelijk Scoren, op NPO3 -schrijft voor Zondag Met Lubach #zml",amsterdam,"ongezond eten is goedkoper dan gezond eten, het toeslagenschandaal kon jarenlang doorgaan, corona mag gecontroleerd uitrazen en met vaccineren is geen haast. een mensenleven zou in nederland best wat meer waard mogen zijn.",1382426169132396545,2021-04-14 20:10:57,35,Amsterdam,2021-04-14,"unhealthy food is cheaper than healthy food, the allowance scandal could continue for years, corona can erupt in a controlled manner and there is no hurry to vaccinate. a human life could be worth a bit more in the Netherlands.",0.188,0.71,0.102,-0.5994,negative
5689,Documentairemaakster & Politiek. 75+ Tweet o.a. over landen waar ik ooit/ook werkte. Friezin te 020  Blok voor anoniempjes.,nederland/amsterdam,#nieuwsuur zeer goeie &amp; onthullende uitzending over #rivm en vaccinatie volgorde #covid .,1382424676870320130,2021-04-14 20:05:01,0,Amsterdam,2021-04-14,#newsuur very good & amp; revealing broadcast about #rivm and vaccination sequence #covid.,0.0,0.775,0.225,0.4927,positive
5708,"Advocaat sinds 99 | Voorzitter Adviescommissie Vreemdelingenrecht Advocatenorde | Specialist Migratierecht, Strafrecht & Slachtofferzaken",arrondissement den haag,waard om de woorden van nog even te laten echoën. corona raakt sommige mensen harder en zet hun kinderen op achterstand.,1382424182835798017,2021-04-14 20:03:04,7,Den Haag,2021-04-14,worth echoing the words of. corona hits some people harder and puts their children at a disadvantage.,0.15,0.749,0.102,-0.2263,negative
5735,"From illustration, design, dance, publishing, to study of disinformation spread by our governments, news media and social media, that leads to misery and war.","amsterdam, nl","covid-tests ""kan je ook gewoon zelf bestellen. waarom u denkt dat dit een overheidstaak is, is mij een raadsel.""",1382423480692531206,2021-04-14 20:00:16,0,Amsterdam,2021-04-14,"covid tests ""You can also order it yourself. Why you think this is a government task is a mystery to me.""",0.0,1.0,0.0,0.0,neutral
5739,#VergeetOnsNietHugo 💉💉💉💉💉https://t.co/LrBILEfELI #astma maar wel #nononsense #humor #netflixaddict #bicultural #PSV. Samen met Mehmet & Iker 👨‍👩‍👦,"amsterdam, nederland","ok omdat de boodschap duidelijk nog steeds niet aangekomen is bij hier nog een poging. risicogroepers zijn mensen als ik, 47 met chronische aandoening (astma). ook zonder corona beland ik wel eens op de seh met ademhalingsproblemen, zoals vorige maand. #geendorhout",1382423402938519553,2021-04-14 19:59:58,40,Amsterdam,2021-04-14,"ok because the message clearly still hasn't got through on another attempt here. risk groups are people like me, 47 with a chronic condition (asthma). even without corona I sometimes end up in A&E with breathing problems, like last month. #dorhout",0.101,0.692,0.208,0.6249,positive
